selling price,no_of_bedrooms,has_servant_quarters,property_type,clean_location,zoning_tier
32500000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
29000000,5.0,0,Villa,Lang'ata,High Density Upcoming Suburbs
35000000,4.0,1,Townhouse,Westlands,Premium Nairobi Suburbs
30000000,4.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
26500000,4.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
45000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
150000000,7.0,0,Villa,Lavington,Premium Nairobi Suburbs
40000000,5.0,0,Villa,Nyali,Coastal Market Corridor
68000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
100000000,4.0,1,Villa,Westlands,Premium Nairobi Suburbs
120000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
32000000,4.0,0,Villa,Kileleshwa,Premium Nairobi Suburbs
40000000,4.0,0,Townhouse,Thika,Kiambu/Thika_Road Corridor
32000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
25000000,2.0,0,Villa,Nyali,Coastal Market Corridor
80000000,4.0,1,Townhouse,Westlands,Premium Nairobi Suburbs
5750000,3.0,0,Villa,Kamulu/Joska/Eastern Bypass,SatelliteTowns/Commuter Belt
35000000,3.0,0,Townhouse,Mombasa,Coastal Market Corridor
110000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
55000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
85000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
14000000,4.0,0,Villa,Embakasi / Eastlands,High Density Upcoming Suburbs
65000000,5.0,0,Townhouse,Karen,Premium Nairobi Suburbs
95000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
28500000,5.0,1,Villa,Ruiru,Kiambu/Thika_Road Corridor
40000000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
150000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
30000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
97000000,7.0,0,Villa,Karen,Premium Nairobi Suburbs
17500000,4.0,0,Villa,Limuru/Tigoni,SatelliteTowns/Commuter Belt
18000000,3.0,0,Villa,Kisumu,Upcountry Luxury Zone
75000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
13500000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
24500000,4.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
64000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
10500000,4.0,0,Villa,Other,Other_Unclassified
11950000,4.0,0,Townhouse,Mombasa,Coastal Market Corridor
90000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
55000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
140000000,7.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
45000000,4.0,0,Villa,Nyali,Coastal Market Corridor
35000000,4.0,0,Villa,Nyali,Coastal Market Corridor
6700000,3.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
9000000,3.0,0,Villa,Embakasi / Eastlands,High Density Upcoming Suburbs
55000000,4.0,0,Villa,Nyali,Coastal Market Corridor
20500000,4.0,0,Villa,Nyali,Coastal Market Corridor
6500000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
15500000,4.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
100000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
5800000,4.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
28500000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
6700000,3.0,0,Villa,Other,Other_Unclassified
65000000,4.0,1,Townhouse,Karen,Premium Nairobi Suburbs
100000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
7700000,4.0,0,Villa,Kamulu/Joska/Eastern Bypass,SatelliteTowns/Commuter Belt
6200000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
6400000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
14800000,3.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
7400000,4.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
10500000,4.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
50000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
11300000,3.0,0,Villa,Embakasi / Eastlands,High Density Upcoming Suburbs
18500000,4.0,0,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
65000000,5.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
52000000,4.0,0,Villa,Lavington,Premium Nairobi Suburbs
7500000,3.0,0,Townhouse,Mtwapa,Coastal Market Corridor
85000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
75000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
26000000,3.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
39500000,4.0,0,Villa,Lang'ata,High Density Upcoming Suburbs
100000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
42000000,4.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
45000000,4.0,0,Villa,Nyali,Coastal Market Corridor
27000000,3.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
23000000,5.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
65000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
10000000,3.0,1,Townhouse,Kitengela,SatelliteTowns/Commuter Belt
36000000,4.0,0,Villa,Diani,Coastal Market Corridor
90000000,4.0,0,Villa,Nyali,Coastal Market Corridor
130000000,4.0,0,Villa,Nyali,Coastal Market Corridor
80000000,4.0,0,Villa,Nyali,Coastal Market Corridor
90000000,4.0,0,Villa,Nyali,Coastal Market Corridor
50950000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
52000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
70000000,4.0,0,Villa,Nyali,Coastal Market Corridor
22500000,4.0,0,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
68000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
46000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
125000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
100000000,3.0,0,Villa,Nyali,Coastal Market Corridor
85000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
12500000,3.0,1,Villa,Embakasi / Eastlands,High Density Upcoming Suburbs
6500000,3.0,0,Villa,Other,Other_Unclassified
55000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
7900000,3.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
10500000,4.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
10000000,3.0,0,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
65000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
150000000,5.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
68000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
121000000,6.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
5850000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
95000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
11500000,4.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
90000000,5.0,0,Villa,Watamu,Coastal Market Corridor
60000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
14500000,3.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
65000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
21000000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
80000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
16000000,4.0,0,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
150000000,6.0,0,Villa,Diani,Coastal Market Corridor
12000000,4.0,0,Villa,Mombasa,Coastal Market Corridor
35000000,5.0,0,Villa,Nyali,Coastal Market Corridor
70000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
60000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
38000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
11000000,1.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
70000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
18000000,3.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
38000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
30000000,3.0,0,Townhouse,Other,Other_Unclassified
6500000,3.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
8500000,3.0,0,Townhouse,Mtwapa,Coastal Market Corridor
15500000,5.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
65000000,4.0,0,Villa,Diani,Coastal Market Corridor
6950000,3.0,0,Villa,Diani,Coastal Market Corridor
46750000,4.0,0,Villa,Lavington,Premium Nairobi Suburbs
34000000,4.0,0,Townhouse,Kileleshwa,Premium Nairobi Suburbs
108500000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
26000000,3.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
18500000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
85000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
14500000,4.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
45000000,5.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
36000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
14500000,4.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
14500000,3.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
12600000,3.0,0,Townhouse,Embakasi / Eastlands,High Density Upcoming Suburbs
120000000,6.0,0,Villa,Westlands,Premium Nairobi Suburbs
8150000,3.0,0,Villa,Kamulu/Joska/Eastern Bypass,SatelliteTowns/Commuter Belt
38000000,4.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
85000000,3.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
15000000,3.0,1,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
30000000,4.0,0,Villa,Kileleshwa,Premium Nairobi Suburbs
6500000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
120000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
150000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
68000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
31000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
19500000,4.0,1,Townhouse,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
75000000,4.0,0,Townhouse,Karen,Premium Nairobi Suburbs
56000000,5.0,0,Villa,Roysambu Area,High Density Upcoming Suburbs
6800000,3.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
60000000,4.0,0,Villa,Lavington,Premium Nairobi Suburbs
9980000,1.0,0,Villa,Athi River,SatelliteTowns/Commuter Belt
110000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
12000000,4.0,0,Townhouse,Kikuyu,SatelliteTowns/Commuter Belt
12800000,4.0,0,Townhouse,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
85000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
80000000,6.0,0,Villa,Westlands,Premium Nairobi Suburbs
55000000,2.0,0,Villa,South C,High Density Upcoming Suburbs
16000000,3.0,0,Townhouse,Nyali,Coastal Market Corridor
7500000,3.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
60000000,4.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
6250000,4.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
29500000,3.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
20000000,5.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
12600000,4.0,1,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
86000000,5.0,1,Villa,Westlands,Premium Nairobi Suburbs
14000000,4.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
22500000,4.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
18000000,4.0,0,Townhouse,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
40500000,4.0,0,Townhouse,Nyali,Coastal Market Corridor
36000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
35800000,4.0,0,Townhouse,Kilimani,Premium Nairobi Suburbs
70000000,4.0,0,Villa,Roysambu Area,High Density Upcoming Suburbs
18500000,4.0,1,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
35500000,4.0,1,Villa,Limuru/Tigoni,SatelliteTowns/Commuter Belt
20000000,5.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
150000000,5.0,0,Villa,Mombasa,Coastal Market Corridor
7500000,3.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
38000000,6.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
6000000,3.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
18500000,4.0,0,Townhouse,Kitengela,SatelliteTowns/Commuter Belt
6200000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
60000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
150000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
48000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
100000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
17000000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
18500000,5.0,0,Townhouse,Athi River,SatelliteTowns/Commuter Belt
100000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
75000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
36000000,4.0,0,Townhouse,Nyali,Coastal Market Corridor
19000000,4.0,0,Townhouse,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
6250000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
7500000,3.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
140000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
15000000,3.0,0,Villa,Mombasa,Coastal Market Corridor
40000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
75000000,4.0,0,Villa,Nyali,Coastal Market Corridor
35000000,4.0,0,Villa,Nyali,Coastal Market Corridor
30000000,5.0,0,Villa,Nyali,Coastal Market Corridor
63000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
150000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
60000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
5800000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
6200000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
4500000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
120000000,5.0,0,Villa,Muthaiga,Premium Nairobi Suburbs
8500000,3.0,1,Villa,Ruiru,Kiambu/Thika_Road Corridor
105000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
68000000,5.0,0,Villa,Nyali,Coastal Market Corridor
25000000,3.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
29900000,5.0,1,Villa,Roysambu Area,High Density Upcoming Suburbs
8500000,3.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
14500000,4.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
40000000,3.0,0,Villa,Diani,Coastal Market Corridor
31000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
20000000,5.0,1,Villa,Ruiru,Kiambu/Thika_Road Corridor
12500000,3.0,0,Townhouse,Kitengela,SatelliteTowns/Commuter Belt
45000000,4.0,1,Townhouse,Lavington,Premium Nairobi Suburbs
7500000,3.0,0,Townhouse,Mtwapa,Coastal Market Corridor
135000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
65000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
19950000,3.0,0,Townhouse,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
47000000,4.0,1,Villa,Westlands,Premium Nairobi Suburbs
67000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
50000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
26950000,4.0,1,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
80000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
28000000,4.0,0,Villa,Limuru/Tigoni,SatelliteTowns/Commuter Belt
65000000,5.0,0,Villa,Diani,Coastal Market Corridor
16000000,6.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
20000000,1.0,0,Villa,Diani,Coastal Market Corridor
37000000,4.0,0,Villa,Kileleshwa,Premium Nairobi Suburbs
110000000,7.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
50000000,4.0,0,Townhouse,Limuru/Tigoni,SatelliteTowns/Commuter Belt
12000000,4.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
13500000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
150000000,6.0,0,Villa,Westlands,Premium Nairobi Suburbs
45000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
90000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
75000000,5.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
67000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
16500000,5.0,0,Villa,Kikuyu,SatelliteTowns/Commuter Belt
75000000,5.0,1,Townhouse,Lavington,Premium Nairobi Suburbs
111000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
2700000,2.0,0,Villa,Other,Other_Unclassified
75000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
17000000,4.0,0,Townhouse,Kitengela,SatelliteTowns/Commuter Belt
17000000,4.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
19000000,4.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
35000000,5.0,0,Villa,Nyali,Coastal Market Corridor
32000000,4.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
41000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
35000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
145000000,4.0,0,Villa,Lavington,Premium Nairobi Suburbs
27000000,4.0,0,Townhouse,Roysambu Area,High Density Upcoming Suburbs
21000000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
92000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
68000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
35000000,4.0,0,Villa,Limuru/Tigoni,SatelliteTowns/Commuter Belt
99000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
75000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
65000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
10500000,3.0,0,Townhouse,Kitengela,SatelliteTowns/Commuter Belt
72000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
90000000,6.0,0,Villa,Karen,Premium Nairobi Suburbs
40000000,3.0,0,Villa,Mombasa,Coastal Market Corridor
70000000,3.0,0,Townhouse,Mtwapa,Coastal Market Corridor
145000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
32000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
42000000,4.0,0,Townhouse,Kiambu Road,Kiambu/Thika_Road Corridor
120000000,6.0,0,Villa,Westlands,Premium Nairobi Suburbs
120000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
23000000,4.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
3700000,3.0,0,Villa,Other,Other_Unclassified
85000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
58000000,5.0,1,Townhouse,Lavington,Premium Nairobi Suburbs
58000000,4.0,0,Townhouse,Nyali,Coastal Market Corridor
25000000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
40000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
13000000,4.0,0,Villa,Embakasi / Eastlands,High Density Upcoming Suburbs
25000000,3.0,0,Villa,Diani,Coastal Market Corridor
160000000,4.0,0,Villa,Kileleshwa,Premium Nairobi Suburbs
120000000,5.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
35000000,3.0,0,Villa,Mombasa,Coastal Market Corridor
29000000,3.0,0,Villa,Malindi,Coastal Market Corridor
120000000,7.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
55000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
7500000,4.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
70000000,4.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
30000000,4.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
43000000,5.0,0,Villa,Lavington,Premium Nairobi Suburbs
85000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
150000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
105000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
37000000,5.0,0,Villa,Nyali,Coastal Market Corridor
7900000,3.0,0,Villa,Kamulu/Joska/Eastern Bypass,SatelliteTowns/Commuter Belt
125000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
97000000,6.0,0,Villa,Karen,Premium Nairobi Suburbs
80000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
65000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
13500000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
45000000,4.0,0,Villa,Mtwapa,Coastal Market Corridor
15000000,4.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
10000000,4.0,0,Townhouse,Kamulu/Joska/Eastern Bypass,SatelliteTowns/Commuter Belt
30000000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
120000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
70000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
28000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
7700000,3.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
5500000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
45000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
82000000,5.0,0,Villa,Karen,Premium Nairobi Suburbs
18500000,4.0,0,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
39000000,3.0,0,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
60000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
10500000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
36000000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
125000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
59000000,5.0,0,Villa,Roysambu Area,High Density Upcoming Suburbs
6000000,2.0,0,Villa,Lang'ata,High Density Upcoming Suburbs
55000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
8800000,3.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
35000000,6.0,0,Villa,Mtwapa,Coastal Market Corridor
59500000,5.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
11800000,3.0,0,Villa,Mombasa Road / Syokimau,SatelliteTowns/Commuter Belt
6000000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
87500000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
95000000,4.0,0,Villa,Kilifi/kikambala/Mtwapa,Coastal Market Corridor
18000000,4.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
70000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
27000000,4.0,0,Townhouse,Ngong,SatelliteTowns/Commuter Belt
70000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
36000000,4.0,0,Townhouse,Limuru/Tigoni,SatelliteTowns/Commuter Belt
45000000,4.0,0,Villa,Diani,Coastal Market Corridor
40000000,5.0,1,Townhouse,Lavington,Premium Nairobi Suburbs
170000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
16000000,5.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
13000000,5.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
85000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
70000000,3.0,0,Villa,Mtwapa,Coastal Market Corridor
145000000,7.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
11500000,6.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
28000000,3.0,0,Villa,Lang'ata,High Density Upcoming Suburbs
6200000,3.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
90000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
42000000,4.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
115000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
130000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
16500000,5.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
75000000,4.0,0,Villa,Nyali,Coastal Market Corridor
70000000,5.0,0,Villa,Roysambu Area,High Density Upcoming Suburbs
8000000,3.0,0,Villa,Ongata Rongai,SatelliteTowns/Commuter Belt
100000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
120000000,5.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
59500000,5.0,0,Townhouse,Westlands,Premium Nairobi Suburbs
12500000,3.0,0,Townhouse,Athi River,SatelliteTowns/Commuter Belt
95000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
11250000,4.0,0,Townhouse,Kitengela,SatelliteTowns/Commuter Belt
130000000,5.0,0,Villa,Westlands,Premium Nairobi Suburbs
38000000,4.0,0,Villa,Ngong,SatelliteTowns/Commuter Belt
18000000,4.0,0,Villa,Kitengela,SatelliteTowns/Commuter Belt
15000000,4.0,0,Villa,Kiambu Road,Kiambu/Thika_Road Corridor
110000000,6.0,0,Villa,Westlands,Premium Nairobi Suburbs
24500000,4.0,1,Townhouse,Ngong,SatelliteTowns/Commuter Belt
80000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
41000000,4.0,0,Townhouse,Ruiru,Kiambu/Thika_Road Corridor
140000000,7.0,0,Villa,Westlands,Premium Nairobi Suburbs
6250000,3.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
28000000,4.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
50000000,5.0,0,Townhouse,Mombasa,Coastal Market Corridor
95000000,4.0,0,Villa,Lavington,Premium Nairobi Suburbs
25000000,4.0,0,Villa,Malindi,Coastal Market Corridor
69000000,4.0,0,Villa,Karen,Premium Nairobi Suburbs
55000000,5.0,0,Villa,Diani,Coastal Market Corridor
7000000,3.0,0,Villa,Juja / Kenyatta Road,Kiambu/Thika_Road Corridor
45000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
7900000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
55000000,4.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
65000000,4.0,0,Villa,Westlands,Premium Nairobi Suburbs
8000000,3.0,0,Villa,Ruiru,Kiambu/Thika_Road Corridor
65000000,5.0,0,Villa,Roysambu Area,High Density Upcoming Suburbs
12000000,2.0,0,Villa,Mombasa,Coastal Market Corridor
63000000,5.0,0,Townhouse,Lavington,Premium Nairobi Suburbs
45000000,3.0,0,Villa,Westlands,Premium Nairobi Suburbs
